IDAudienciaReunion;Cut;Nombre_Institucion;IDORPortal_Institucion;Nombre_Comuna;Nombre_TiposForma;FechaInicio_Audiencia;DuracionMinuto_Audiencia;Lugar_Audiencia;ObservacionesMateria_Audiencia;Descripcion_Materia
576;1;CONSEJO NACIONAL DE LA CULTURA Y LAS ARTES (CNCA);AV001;Sin Información;Presencial;2015-01-16 00:00:00;60;Ahumada 11, piso 10, Santiago;Presenta proyecto de exposición de la connotada fotógrafa mexicana Graciela Uturbide a efectuarse en mayo de 2015 en el GAM.?Se estudia la posibilidad de apoyo económico a través de la Unidad de Asuntos Internacionales del CNCA.;Ninguna de las anteriores.
577;1;ARMADA DE CHILE;AD007;Sin Información;Presencial;2015-01-20 00:00:00;30;Dirección General del Territorio Marítimo y de Marina Mercante.;Principalmente saludarlo y entregarle una carta para ofrecer una nave que podría ser de interés para la DGTM.;Ninguna de las anteriores.
578;1;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001;Sin Información;Presencial;2015-01-08 00:00:00;60;SERRANO 15, PISO 4;1º Informar acerca de la actividad actualmente en desarrollo de construcción de vivienda subsidiadas por los socios de COVIP. ?2º Inclusión de las Cooperativas de Vivienda en el DS 105  MINVU del 2014, en trámite.?3º Sugerencias para mejorar la factibilidad de los Decretos 116 MINVU del 2014, en trámite y DS 108 MINVU del 2014, en trámite.;Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos
579;1;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001;Sin Información;Presencial;2015-01-07 00:00:00;60;Serrano 15, Piso 3, Será recibida por el Sr. Juan Pablo Gramsch, Jefe División Política Habitacional;Programa de Integración Social, sobre terrenos anexos a  la  expansión del límite urbano.;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
580;1;SUBSECRETARÍA DE PREVISIÓN SOCIAL;AL002;Sin Información;Presencial;2015-01-20 00:00:00;30;Huerfanos 1273, piso 9, Gabinete Subsecretario de Previsión Social;Tema abordado:?Revisión de calificación de 600 trabajadores de planta de Codelco, que perdieron la calificación de trabajo pesado;Ninguna de las anteriores.
581;1;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001;Sin Información;Presencial;2015-01-19 00:00:00;60;Serrano 15, Piso 4, Santiago;Modificación Decreto Supremo Nº 49 del Ministerio de Vivienda y Urbanismo. Fondo Solidario de Elección de Vivienda, para proyecto comuna El Tabo.?Coordinación Serviu,Entidad Patrocinante y  familias Comité Santa Esmeralda comuna de  Quilpué, para revisión de proyecto.;Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos
582;1;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001;Sin Información;Presencial;2015-01-19 00:00:00;90;Serrano 15, piso 4;La rebaja en su deuda habitacional y un grave problema de seguridad pública enfrentan las más de 450 familias, especialmente luego del terremoto que el año 2010, cuando el gobierno instalará un nuevo conjunto habitacional – Villa Los Profesores- adyacente a la villa, lo que a juicio de sus habitantes, ha disminuido considerablemente la plusvalía de sus viviendas, debido a los incesantes robos y situación de inseguridad que han debido vivir luego de la llegada de sus nuevos vecinos.??Desde el año 2012 los vecinos de Villa Los Cóndores han venido manifestando su descontento a las autoridades locales, a través de reuniones y protestas,??Los vecinos sienten que se han visto perjudicados con las nuevas condiciones que tiene el barrio y la política de Vivienda, ya que recibieron su casa el año 2007, financiándola con un subsidio, ahorro y un crédito hipotecario. Sin embargo, la política habitacional que existía en ese momento, que era el Gobierno de Michelle Bachelet, fue distinta a la de Sebastián Piñera, lo que consideran injusto que ahora se estén entregando casas al mismo nivel de calidad y sin deuda, se sienten defraudados por esta situación. Aseguran también que sus nuevos vecinos han venido a invadir su tranquilidad, siendo víctimas de situaciones delictuales, robos, y graves problemas de seguridad en sus hogares.En materia de crédito hipotecario, pertenecen en un 80% a Banco Estado, siendo obligados a repactar en reiteradas ocasiones. A su juicio, sin razón alguna. ?Se deberá coordinar reunión regional con vecinos,  para informar sobre futuras medidas que irán en beneficio de los sectores medios;Ninguna de las anteriores.
583;1;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001;Sin Información;Presencial;2015-01-19 00:00:00;60;Alameda 924, 4to. piso;La audiencia se solicita, ya que los comités habitacionales de la comuna  de San Antonio V región, Mirador El Faro 1 y 2, solicitan la aprobación directa Aprobada, correspondiente a la obra que correspondía entregar en Agosto del 2014 Etapa I y Noviembre 2014 etapa II.;Elaboración, tramitación, aprobación, modificación, derogación o rechazo de acuerdos, declaraciones o decisiones del Congreso Nacional o sus miembros incluidas sus comisiones.
584;1;CONSEJO NACIONAL DE LA CULTURA Y LAS ARTES (CNCA);AV001;Sin Información;Presencial;2015-01-14 00:00:00;780;Plaza Sotomayor 233, Valparaíso;Presenta proyecto de la obra plástica "Memoria Fragmentada: no estábamos solos".;Ninguna de las anteriores.
585;1;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022;Sin Información;Presencial;2015-01-12 00:00:00;30;Ministerio de Defensa Nacional. Villavicencio 364, piso 22, Santiago Centro.;Presentación Diagnóstico CiberSeguridad en Chile.;Ninguna de las anteriores.
586;1;SUBSECRETARÍA DE SALUD PÚBLICA ;AO001;Sin Información;Presencial;2015-01-20 00:00:00;90;Oficina de la Subsecretaria de Redes;Becas Médicos Residentes;Ninguna de las anteriores.
587;1;SUBSECRETARÍA DE TELECOMUNICACIONES;AN002;Sin Información;Presencial;2015-01-14 00:00:00;60;SUBTEL;Temas de entrega y cierre del Proyecto 2600;Ninguna de las anteriores.
588;1;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;Sin Información;Presencial;2015-01-07 00:00:00;60;Gabinete Subsecretario, ubicado en San Martin 73, piso 9;Plan de descontaminación atmosférica financiable a través de bonos de carbono, con miras a ejecutarse inicialmente en una región de nuestro país, para luego expandirse a nivel nacional, contribuyendo a resolver, en parte, la crisis energética.?? Resumen Acta:  La reunión comenzó a las 10:00 hrs.  la reunión trató del Plan de Descontaminación atmosférico financiable a través de bonos de carbono. Participa junto a la Autoridad la Jefa de la oficina de Residuos y Riesgo Ambiental.;Ninguna de las anteriores.
589;1;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;Sin Información;Presencial;2015-01-09 00:00:00;60;Gabinete de la  Subsecretaria del Medio Ambiente, San Martin 73, piso 9;En conjunto con Chilectra, la Universidad Adolfo Ibáñez y Synergistics, estamos preparando algunos proyectos para ampliar la SmarCity hoy implementada en la ciudad empresarial, y deseamos exponer brevemente los alcances de este proyecto para tener la visión y eventual apoyo del Sr. Subsecretario respecto a la utilidad de este.??Resumen Acta:  La reunión abordó algunos proyectos para ampliar SmarCity implementada en la Ciudad empresarial, recolectar información,  variables ambientales que se podrían poner a disposición del Sistema Nacional de Información Ambiental (SINIA), Registro de Emisiones y Transferencia de Contaminantes (RETC), o Red de Monitoreo de Calidad del Aire Región Metropolitana (MACAM).;Ninguna de las anteriores.
590;1;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001;Sin Información;Presencial;2015-01-13 00:00:00;90;Sala de reuniones DPH, División Política Habitacional, 3er piso.;Conocer estado de avance del Proyecto Altos de Tobalaba y propuestas para proyectos que den cabida a familias subsidiadas de la comuna de La Florida.;Ninguna de las anteriores.
591;1;SUBSECRETARÍA DE OBRAS PÚBLICAS;AM001;Sin Información;Presencial;2015-01-07 00:00:00;60;OFICINA  DEL SR. SUBSECRETARIO, MORANDE 59 PISO 6º, SANTIAGO;Dar a conocer nuevos desarrollos tecnológicos en pavimentos de hormigón, y transmitir la preocupación del Instituto del Cemento y del Hormigón de Chile, por las limitaciones que existen en las licitaciones del MOP, para incorporar a los Pavimentos de Hormigón en igualdad de condiciones, respecto a otras soluciones.;Ninguna de las anteriores.
592;1;SUBSECRETARÍA DE OBRAS PÚBLICAS;AM001;Sin Información;Presencial;2015-01-19 00:00:00;30;MORANDE 59 PISO 6. SANTIAGO;Informar Estado de Avance de las Obras.?-?Hospital de Antofagasta?-?La Serena - Vallenar;Ninguna de las anteriores.
593;1;CONSEJO NACIONAL DE LA CULTURA Y LAS ARTES (CNCA);AV001;Sin Información;Presencial;2015-01-16 00:00:00;60;Ahumada 11, piso 10, Santiago centro;Propuesta de ideas de políticas públicas en materia de cultura aplicables a la educación superior.?La incorporación de la cultura como aspecto transversal en la formación de profesionales.?Estándares de aseguramiento de la calidad de la educación.;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
594;1;CONSEJO NACIONAL DE LA CULTURA Y LAS ARTES (CNCA);AV001;Sin Información;Presencial;2015-01-16 00:00:00;60;Ahumada 11, piso 10, Santiago;- Reactivar convenio vigente entre Adcultura y el CNCA para capacitación y elaboración de planes en centros culturales y programa CECREA.?- Presentarán proyecto para Premio Adcultura 2015.;Ninguna de las anteriores.
595;1;SUBSECRETARIA DE ENERGÍA;AU002;Sin Información;Presencial;2015-01-20 00:00:00;60;Ministerio de Energía, Alameda 1449, piso 13.;- Presentación y discusión sobre “Abastecimiento Seguro de Ciudades del SING”.?- Estado de avance en definiciones para exportación de energía hacia Argentina.;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
596;1;SUBSECRETARIA DE ENERGÍA;AU002;Sin Información;Presencial;2015-01-22 00:00:00;60;Ministerio de Energía Alameda 1449, piso 13;Philippe Boisseau, Presidente Marketing Supply and New Energies de TOTAL, sostuvo una reunión con el ministro el día lunes 7 de abril del 2014 y quisiéramos continuar con una visita de cortesía con él para conversar diversos temas de interés común como contrato con compañias públicas. Esta vez viene de nuestra casa matriz en Paris Bernard Clement (Senior Vice president of business and operation total New Energies de TOTAL. el interés de Total Sunpower de seguir invirtiendo a largo plazo en Chile.;Ninguna de las anteriores.
597;1;SUBSECRETARIA DE ENERGÍA;AU002;Sin Información;Presencial;2015-01-20 00:00:00;60;Ministerio de Energía, Alameda 1449, piso 13.;Aprovechando que Daniel Elkort estará en Chile, queremos una visita protocolar al Ministro a fin de discutir los proyectos actuales de Pattern en operación (El Arrayán - 115MW) y construcción (Cnejo Solar - 104MW), las futuras inversiones de Pattern en Chile y los escenarios actuales en el sector (ejemplo, los resultados de las Licitaciones y la participación de ERNC).??Los Asistentes son:??- Daniel Elkort:  Vicepresidente Ejecutivo y Gerente Legal de Pattern US;?- Luis Meersohn:  Country Manager Pattern Chile?- Alan Moya:  Abogado Pattern Chile?- Guillermo Sandoval:  Abogado Pattern US;Ninguna de las anteriores.
598;1;SUBSECRETARIA DE ENERGÍA;AU002;Sin Información;Presencial;2015-01-20 00:00:00;60;Ministerio de Energía, Alameda 1449, piso 13;Presentar al Sr. Ministro el estado de avance del projecto Central Termoelectrica Pacifico, presenter a altos ejecutivos del grupo SembCorp, controlador del proyecto, y discutir los proximos pasos en la implementacion del proyecto al Sr. Ministro.;Ninguna de las anteriores.
599;1;SUBSECRETARÍA DE RELACIONES EXTERIORES;AC001;Sin Información;Presencial;2015-01-23 00:00:00;60;Oficina del Embajador;Visita junio 2015 Presidenta;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
600;1;SUBSECRETARIA DE TRANSPORTES;AN001;Sin Información;Presencial;2015-01-27 00:00:00;30;Gabinete Subsecretarios;- Entender la demora que ha habido en el proceso de adjudicación de la licitación de plantas de revisión técnicas de la Región de Valparaiso.?- Plantear la posición de la empresa respecto de este proceso;Celebración, modificación o terminación a cualquier título, de contratos que realicen los sujetos pasivos y que sean necesarios para su funcionamiento.
601;1;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001;Sin Información;Presencial;2015-01-26 00:00:00;60;Serrano 15, piso 4;rebaja de dividendos; debido a que somos condominio social y cancelamos en promedio $120.000 por 20 años . unicos en la comuna sin tener ningún tipo de beneficio del estado;Ninguna de las anteriores.
602;1;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001;Sin Información;Presencial;2015-01-26 00:00:00;60;Serrano 15, Piso 4;Temas de programas de vivienda con los que la Vicaría trabaja y señalar dos casos de comités de vivienda.;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
603;1;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001;Sin Información;Presencial;2015-01-27 00:00:00;60;Serrano #15, piso 4;ESTADO DE COMPRA DE TERRENO EN PADRE LAS CASAS?POSTULACIÓN A VIVIENDAS SOCIALES EN RENAICO;Ninguna de las anteriores.
604;1;SUBSECRETARÍA DE PREVISIÓN SOCIAL;AL002;Sin Información;Presencial;2015-01-26 00:00:00;30;Huerfanos 1273, piso 9,  Gabinete Subsecretario;Conocer Proyecto de Ley que modificará el calendario de Cotización de Trabajadores Honorarios.;Elaboración, tramitación, aprobación, modificación, derogación o rechazo de acuerdos, declaraciones o decisiones del Congreso Nacional o sus miembros incluidas sus comisiones.
605;1;SUBSECRETARIA DE TRANSPORTES;AN001;Sin Información;Presencial;2015-01-21 00:00:00;60;Ministerio de Transportes, Amunátegui 139, piso 3;Interes de tenedores de bonos Estadounidenses en el sistema Transantiago.;Ninguna de las anteriores.
606;1;SUBSECRETARIA DE TRANSPORTES;AN001;Sin Información;Presencial;2015-01-21 00:00:00;60;Ministerio de Transportes y Telecomunicaciones, Amunategui 139, piso 3;- Agenda Operativa del Sistema?- Plan Marzo 2015?- Agenda Laboral;Ninguna de las anteriores.
607;1;SUBSECRETARIA DE TRANSPORTES;AN001;Sin Información;Presencial;2015-01-12 00:00:00;90;Gabinete Ministro, Amunategui 139 Piso 3;Renovacion de Buses;Ninguna de las anteriores.
608;1;SUBSECRETARIA DE TRANSPORTES;AN001;Sin Información;Presencial;2015-01-19 00:00:00;60;Ministerio Transportes, Amunategui 139, piso 3;Inversión Estatal en Puerto de la Quinta Región;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
608;1;SUBSECRETARIA DE TRANSPORTES;AN001;Sin Información;Presencial;2015-01-19 00:00:00;60;Ministerio Transportes, Amunategui 139, piso 3;Inversión Estatal en Puerto de la Quinta Región;Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos
609;1;SUBSECRETARIA DE TRANSPORTES;AN001;Sin Información;Presencial;2015-01-05 00:00:00;60;Gabinete Ministro;- El tamaño de la nueva Placa patente de las motos.;Ninguna de las anteriores.
610;1;EJÉRCITO DE CHILE;AD006;Sin Información;Presencial;2015-01-27 00:00:00;30;Edificio Ejército Bicentenario (Oficina Comandante de Apoyo a la Fuerza Iván Gonzalez);visita de cortesia y escuchar si hay algun problema en la operacion de productos suministrados;Ninguna de las anteriores.
611;1;SUBSECRETARÍA DE ECONOMÍA;AH001;Sin Información;Presencial;2015-01-29 00:00:00;60;Gabinete Ministro de Economía.  Av. Libertador Bernardo OHiggins Nº 1449, Santiago Downtown Torre II, piso 12.;Entendemos -por la información pública- que existe una prioridad presidencial para el desarrollo de la PYME, por esto mismo, la directiva del gremio está muy interesado en conocer al ministro, estrechar lazos con la autoridad y mostrar todo lo que aportan al desarrollo PYME. Han estado trabajando en comisiones y tienen una nutrida agenda de trabajo en diversas materias que serán de su interés.?Como antecedentes, este gremio  se fundó en 2001, para contribuir con el desarrollo económico del país, apoyando la labor que realizan sus socios en beneficio de las pequeñas y medianas empresas.  Actualmente,  la Asociación cuenta con 18 empresas socias que son: Avanza Factoring, Baninter, Bantattersall, Coval, Crecer, Euroamérica Factoring & Finanzas, Logros, Mercantil Factoring, Factoriza, Factor Plus, Factotal, First Factors, Liquidez, Orsan, Penta Financiero, Progreso y SMB. ? ?La labor de los socios de Empresas de Factoring Chile A.G. permite que las PYMEs obtengan liquidez inmediata mediante la venta de facturas por cobrar, disminuyendo los requerimientos de capital de trabajo  al contar con su dinero en forma rápida y sin tener que esperar 30, 60 o  90 días. En su conjunto, los factoring asociados a Empresas de Factoring Chile A.G., emplean a más de 1.100 personas, apoyan a  casi 6,000  PYMEs  y mantienen más de 260,000 millones en financiamiento de l capital de trabajo para  esas empresas .  ?Hoy existe una interesante propuesta para mostrar a las autoridades y con esto fortalecer a la industria.;Elaboración, tramitación, aprobación, modificación, derogación o rechazo de acuerdos, declaraciones o decisiones del Congreso Nacional o sus miembros incluidas sus comisiones.
612;1;SUBSECRETARÍA DE MINERÍA;AS001;Sin Información;Presencial;2015-01-05 00:00:00;60;Apoquindo 3000;ENAMI- temas generales relativos a la minería de mediana escala;Ninguna de las anteriores.
613;1;SUBSECRETARÍA DE MINERÍA;AS001;Sin Información;Presencial;2015-01-09 00:00:00;60;GABINETE SUBSECRETARIO;Situación minería IV Región.;Ninguna de las anteriores.
614;1;SUBSECRETARÍA DE MINERÍA;AS001;Sin Información;Presencial;2015-01-20 00:00:00;60;GABINETE SUBSECRETARIO;Conversar sobre conferencia minera Minamérica a realizar en Chile;Ninguna de las anteriores.
615;1;SUBSECRETARÍA DE MINERÍA;AS001;Sin Información;Presencial;2015-01-27 00:00:00;60;Teatinos 120-Piso 9;1.?Dar a conocer Proyecto Playa Verde en Chañaral, III Región de Atacama?2.?Informar su grado actual de desarrollo.?3.?Consultar factibilidad de iniciar trámites para lograr un Contrato Especial de Operaciones durante la etapa del Estudio de Factibilidad del Proyecto, el cual se está iniciando.;Ninguna de las anteriores.
616;1;SUBSECRETARIA DE ENERGÍA;AU002;Sin Información;Presencial;2015-01-27 00:00:00;60;Alameda 1449 piso 13;Indicación sustitutiva proyecto de ley de reforma al Código de Aguas, boletín N° 7543-12;Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos
617;1;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001;Sin Información;Presencial;2015-01-28 00:00:00;60;calle Serrano 15, piso 4, Gabinete Ministra;El tema a tratar es la situación que afecta a la Junta de Vecinos La Trilla, de la comuna de Pelluhue, respecto a una postulación al subsidio habitacional de varias familias.;Ninguna de las anteriores.
618;1;SUBSECRETARÍA DE HACIENDA;AE001;Sin Información;Presencial;2015-01-28 00:00:00;60;Teatinos 120 , Piso 12, Ministerio de Hacienda;1. Agenda de agilización de inversiones.?2. Agenda de productividad, innovación y crecimiento. ?3.  Invitación al Sr. Ministro para participar en el evento "Nuevos Vientos de la Economía" que se realizará el 12 de marzo y que contará con la participación del Presidente del Banco Central y destacados economistas.;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
619;1;SUBSECRETARÍA DE MINERÍA;AS001;Sin Información;Presencial;2015-01-26 00:00:00;60;Gabinete Ministra, Teatinos 120, piso 9;Presentación del Proyecto Cerro Blanco, Región de Atacama, Chile;Ninguna de las anteriores.
620;1;SUBSECRETARÍA DE MINERÍA;AS001;Sin Información;Presencial;2015-01-02 00:00:00;60;Gabinete Ministra, Teatinos 120, piso 9;Presentar los proyectos de su empresa;Ninguna de las anteriores.
621;1;SUBSECRETARÍA DE MINERÍA;AS001;Sin Información;Presencial;2015-01-20 00:00:00;60;Ministerio de Minería, Teatinos 120, piso 9 - Santiago;Presentación Formal de la empresa SMEC Ingeniería en Chile y su llegada a Sud América.;Ninguna de las anteriores.
622;1;SUBSECRETARÍA DE MINERÍA;AS001;Sin Información;Presencial;2015-01-20 00:00:00;60;teatinos 120, piso 9;Reunión de presentación protocolar;Ninguna de las anteriores.
623;1;SUBSECRETARÍA DE MINERÍA;AS001;Sin Información;Presencial;2015-01-14 00:00:00;60;Ministerio de Minería, Teatinos 120, piso 9;INVERSION DE EXTRACCION DE HIERRO III REGION ATACAMA PARA CHINA;Ninguna de las anteriores.
624;1;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001;Sin Información;Presencial;2015-01-28 00:00:00;90;Serrano 15, Piso 4, Gabinete Ministra;El señor Jorge Inostroza Sánchez, Presidente del Directorio de la Empresa de los Ferrocarriles del Estado, solicita una audiencia con la Ministra de la Vivienda y Urbanismo, señora Paulina Saball Astaburuaga, la que tendrá relación con los siguientes temas concernientes a la Comuna de Graneros:?•?Terrenos?•?Boulevard?•?Centro Cívico de Graneros??A ésta asistiría acompañado por el Alcalde de Graneros, señor Claudio Segovia Cofre.??Dentro de las posibilidades de la señora Ministra, te ruego que esta reunión pueda efectuarse entre el miércoles 14 y viernes 16 de enero próximos.;Ninguna de las anteriores.
625;1;SUBSECRETARÍA DE AGRICULTURA;AR001;Sin Información;Presencial;2015-01-14 00:00:00;60;Teatinos 40,  9° piso;Hunland es una empresa mundial dedicada a la compra y venta de ganado, en la actualidad existen muchos interesados en el mercado chileno que deseamos abordar en la reunión. ?La reunión fue encomendada al asesor Ministerial Sr. Ramiro Sanhueza Riquelme;Ninguna de las anteriores.
626;1;SUBSECRETARÍA DE PESCA;AH002;Sin Información;Presencial;2015-01-12 00:00:00;60;Oficinas Subsecretaria de Pesca y Acuicultura, Bellavista # 168, piso 18, Valparaiso;Evento Echinuco 2015, para promover el consumo responsable y sustentable de productos del mar y establecer agenda común.;Celebración, modificación o terminación a cualquier título, de contratos que realicen los sujetos pasivos y que sean necesarios para su funcionamiento.
626;1;SUBSECRETARÍA DE PESCA;AH002;Sin Información;Presencial;2015-01-12 00:00:00;60;Oficinas Subsecretaria de Pesca y Acuicultura, Bellavista # 168, piso 18, Valparaiso;Evento Echinuco 2015, para promover el consumo responsable y sustentable de productos del mar y establecer agenda común.;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
627;1;FUERZA AÉREA DE CHILE;AD008;Sin Información;Presencial;2015-01-21 00:00:00;30;Avda. Pedro Aguirre Cerda 5500 - Piso 16 - Edificio Delphos;Plan de adquisición de aviones en los próximos años;Ninguna de las anteriores.
628;1;SUBSECRETARÍA DE PESCA;AH002;Sin Información;Presencial;2015-01-26 00:00:00;80;Oficina coordinación Subsecretaría de Pesca y Acuicultura, TEATINOS 120, PISO 9, SANTIAGO (metro La Moneda);Entrevista de carácter académico para tener la visión de la problemática pesquera artesanal de la autoridad en la materia en términos generales y de la V región.;Ninguna de las anteriores.
629;1;SUBSECRETARÍA DE PESCA;AH002;Sin Información;Presencial;2015-01-26 00:00:00;70;oficina Coordinación Subsecretaría de Pesca y Acuicultura. Teatinos 120, piso 9, Santiago;Reunión Organización Regional de Pesca (ORP), a efectuarse en Nueva Zelandia.;Ninguna de las anteriores.
630;1;SUBSECRETARÍA DE PESCA;AH002;Sin Información;Presencial;2015-01-26 00:00:00;90;Oficina Coordinación Subsecretaría de Pesca y Acuicultura, Teatinos 120, piso 9, Santiago;Competencias ambientales de Subpesca, en el marco de evaluación de impacto ambiental y con injerencia en proyectos energéticos de Endesa.;Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos
631;1;SUBSECRETARÍA DE AGRICULTURA;AR001;Sin Información;Presencial;2015-01-05 00:00:00;60;Teatinos 40, 9° piso;> Situación del Fraude del ingreso de la uva de mesa al sector vitivinicola.?> Multas y sanciones a los infractores  de la normativa vigente?> Certificación de vinos sin D.O y ventas nacionales.?> Decreto recientemente aprobado el 2013 que autoriza el 7% de adición de agua en el vino.?> Catastro y diagnostico del viñedo chileno;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
631;1;SUBSECRETARÍA DE AGRICULTURA;AR001;Sin Información;Presencial;2015-01-05 00:00:00;60;Teatinos 40, 9° piso;> Situación del Fraude del ingreso de la uva de mesa al sector vitivinicola.?> Multas y sanciones a los infractores  de la normativa vigente?> Certificación de vinos sin D.O y ventas nacionales.?> Decreto recientemente aprobado el 2013 que autoriza el 7% de adición de agua en el vino.?> Catastro y diagnostico del viñedo chileno;Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos
631;1;SUBSECRETARÍA DE AGRICULTURA;AR001;Sin Información;Presencial;2015-01-05 00:00:00;60;Teatinos 40, 9° piso;> Situación del Fraude del ingreso de la uva de mesa al sector vitivinicola.?> Multas y sanciones a los infractores  de la normativa vigente?> Certificación de vinos sin D.O y ventas nacionales.?> Decreto recientemente aprobado el 2013 que autoriza el 7% de adición de agua en el vino.?> Catastro y diagnostico del viñedo chileno;Elaboración, tramitación, aprobación, modificación, derogación o rechazo de acuerdos, declaraciones o decisiones del Congreso Nacional o sus miembros incluidas sus comisiones.
632;1;SUBSECRETARÍA DE AGRICULTURA;AR001;Sin Información;Presencial;2015-01-13 00:00:00;60;Gabinete Ministro de Agricultura,  Teatinos 40, 9 piso;Presentación de los saludos protocolares de la nueva Directiva de la Fundación GTT?Apoyo de las autoridades del sector agricultura en las labores de transferencia tecnológica que realiza la Fundación GTT?Informar del próximo Encuentro Nacional GTT, actividad que se realiza cada dos años.-;Ninguna de las anteriores.
633;1;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;Sin Información;Presencial;2015-01-09 00:00:00;60;Gabinete del Sr. Subsecretario, ubicado en San Martin 73, piso 9;Estudio de impacto ambiental del Proyecto Tren a Melipilla, los procesos de su evaluación, y otros involucrados a éste.??Resumen Acta:  La reunión comenzó a las 17:55 hrs. se verificó los CI de los asistentes que participaron en la reunión y se trató de la Evaluación de Impacto Ambiental del proyecto tren a Melipilla, concretamente y sobre  los procesos de su evaluación.  Participó en la reunión la Secretaria Regional Ministerial del Medio Ambiente Región Metropolitana.;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
634;1;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;Sin Información;Presencial;2015-01-19 00:00:00;60;Oficina de gabinete del Ministro;Nuevos proyectos de Generación de Colbún S.A.?Acta de reunión: El objetivo de la reunión fue presentar por parte de Colbún su nueva cartera de proyectos, próxima construcción de la nueva central y aspectos ambientales de cumplimiento normativos de las centrales  en operación.;Ninguna de las anteriores.
635;1;SUBSECRETARÍA DE AGRICULTURA;AR001;Sin Información;Presencial;2015-01-29 00:00:00;60;Teatinos 40, 9° piso, Gabinete Ministro de Agricultura;Entregar al ministros antecedentes sobre la situación de la agricultura del tabaco en Chile, y el impacto que tendría la aprobación del proyecto de ley sobre la materia que se discute actualmente en el Congreso.;Ninguna de las anteriores.
636;1;SUBSECRETARÍA DE AGRICULTURA;AR001;Sin Información;Presencial;2015-01-30 00:00:00;60;Teatinos 40, 9° piso;Expo Milán;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
637;1;SUBSECRETARÍA DE AGRICULTURA;AR001;Sin Información;Presencial;2015-01-28 00:00:00;60;Gabinete del Ministro. Teatinos 40, 9° piso;La Federación Nacional de Productores de Leche (Fedeleche) en conjunto con la Federación Panamericana de Lechería (Fepale)  organizarán en la ciudad de Puerto Varas (abril 2016) el 14° Congreso Panamericano de la Leche.  Para nuestras instituciones es de gran importancia contar con el patrocinio oficial del Ministerio de Agricultura en esta iniciativa, considerando la relevancia que vuestra organización representa para el quehacer agrícola del país. Por ello solicitamos audiencia con el Sr. Ministro de Agricultura, Carlos Furche, a objeto que pueda reunirse el lunes 26 o el martes 27 de enero con el Secretario General de Fepale, Ariel Londinsky, quien viajará a Santiago de Chile para tratar temas de relevancia respecto al desarrollo de este evento.;Ninguna de las anteriores.
